Reference of FaultHunter coding rule violations,,,,
,Stl If Str Find,CPPCHECK_STLISF,CODE_SMELL,Major
,Stl Missing Comparison,CPPCHECK_STLMC,BUG,Critical
,Stl Out Of Bounds,CPPCHECK_STLOOB,VULNERABILITY,Blocker
,Stl Size,CPPCHECK_STLS,CODE_SMELL,Major
,Stlcstr,CPPCHECK_STLC,VULNERABILITY,Blocker
,Stlcstr Param,CPPCHECK_SCP,CODE_SMELL,Major
,Stlcstr Return,CPPCHECK_SCR,CODE_SMELL,Major
,Stlcstr Throw,CPPCHECK_SCT,VULNERABILITY,Blocker
,Use Auto Pointer Array,CPPCHECK_UAPA,VULNERABILITY,Blocker
,Use Auto Pointer Container,CPPCHECK_UAPC,BUG,Blocker
,Use Auto Pointer Copy,CPPCHECK_UAPCPY,BUG,Minor
,Useless Calls Compare,CPPCHECK_UCC,BUG,Critical
,Useless Calls Empty,CPPCHECK_UCE,BUG,Critical
,Useless Calls Remove,CPPCHECK_UCR,BUG,Critical
,Useless Calls Substr,CPPCHECK_UCSS,CODE_SMELL,Major
,Useless Calls Swap,CPPCHECK_UCS,BUG,Major
Side Effect Rules,Assert With Side Effect,CPPCHECK_AWSE,BUG,Critical
,Assignment In Assert,CPPCHECK_AIA,BUG,Critical
Simple Type Rules,Assign Bool To Float,CPPCHECK_ABTF,BUG,Minor
,Assign Bool To Pointer,CPPCHECK_ABTP,BUG,Blocker
,Bitwise On Boolean,CPPCHECK_BOB,BUG,Minor
,Char Array Index,CPPCHECK_CAI,VULNERABILITY,Critical
,Char Bit Op,CPPCHECK_CBO,BUG,Critical
,Char Literal With Char Ptr Compare,CPPCHECK_CLWCPC,BUG,Critical
,Check Cast Int To Char And Back,CPPCHECK_CCITCAB,BUG,Critical
,Compare Bool Expression With Int,CPPCHECK_CBEWI,BUG,Critical
,Comparison Of Bool With Bool Error,CPPCHECK_COBWBE,BUG,Minor
,Comparison Of Bool With Int,CPPCHECK_COBWI,BUG,Critical
,Comparison Of Bool With Invalid Comparator,CPPCHECK_COBWIC,BUG,Critical
,Comparison Of Func Returning Bool Error,CPPCHECK_COFRBE,BUG,Minor
,Comparison Of Two Funcs Returning Bool Error,CPPCHECK_COTFRBE,BUG,Minor
,Incorrect String Boolean Error,CPPCHECK_ISBE,BUG,Critical
,Incorrect String Compare,CPPCHECK_ISC,BUG,Critical
,Increment Boolean,CPPCHECK_IB,BUG,Minor
,Integer Overflow,CPPCHECK_IO,VULNERABILITY,Blocker
,Invalid Pointer Cast,CPPCHECK_IPC,BUG,Minor
,Literal With Char Ptr Compare,CPPCHECK_LWCPC,BUG,Critical
,Memset Float,CPPCHECK_MF,BUG,Minor
,Pointer Arith Bool,CPPCHECK_PAB,BUG,Blocker
,Pointer Less Than Zero,CPPCHECK_PLTZ,BUG,Minor
,Pointer Positive,CPPCHECK_PP,BUG,Minor
,Shift Negative,CPPCHECK_SN,BUG,Blocker
,Shift Too Many Bits,CPPCHECK_STMB,BUG,Blocker
,Sign Conversion,CPPCHECK_SC,BUG,Critical
,Sprintf Overlapping Data,CPPCHECK_SOD,BUG,Blocker
,Static String Compare,CPPCHECK_SSC,BUG,Critical
,Str Plus Char,CPPCHECK_SPC,BUG,Blocker
,String Compare,CPPCHECK_STRCMP,BUG,Critical
,Unsigned Less Than Zero,CPPCHECK_ULTZ,BUG,Minor
,Unsigned Positive,CPPCHECK_UP,BUG,Minor
Sizeof Operator Rules,Arith Operations On Void Pointer,CPPCHECK_AOOVP,BUG,Minor
,Divide Sizeof,CPPCHECK_DSO,BUG,Critical
,Multiply Sizeof,CPPCHECK_MSO,BUG,Critical
,Pointer Size,CPPCHECK_PS,BUG,Critical
,Sizeof Calculation,CPPCHECK_SOC,BUG,Critical
,Sizeof Dereferenced Void Pointer,CPPCHECK_SODVP,BUG,Minor
,Sizeof Division Memfunc,CPPCHECK_SODMF,BUG,Critical
,Sizeof Sizeof,CPPCHECK_SOSO,BUG,Critical
,Sizeof Void,CPPCHECK_SOV,BUG,Minor
,Sizeof With Numeric Parameter,CPPCHECK_SOWNP,BUG,Critical
,Sizeof With Silent Array Pointer,CPPCHECK_SOWSAP,BUG,Critical
Suspicious Construct Rules,Const Statement,CPPCHECK_CS,BUG,Critical
,Double Close Dir,CPPCHECK_DCD,BUG,Blocker
,Duplicate Branch,CPPCHECK_DBRANCH,BUG,Minor
,Duplicate Expression,CPPCHECK_DEXPR,BUG,Minor
,Nan In Arithmetic Expression,CPPCHECK_NIAE,BUG,Minor
,Redundant Assign In Switch,CPPCHECK_RAIS,BUG,Critical
,Redundant Bitwise Operation In Switch,CPPCHECK_RBOIS,BUG,Critical
