,Hashcode No Equals,FB_HHNE,BUG,Critical,
,Hashcode Use Object Equals,FB_HHUOE,BUG,Critical,
,Idiom,FB_ClMMIC,BUG,Major,
,Idiom No Super Call,FB_PCI,BUG,Major,
,Implements Clone But Not Cloneable,FB_CICBNC,CODE_SMELL,Major,
,Inheritance Unsafe Getresource,FB_UIUG,CODE_SMELL,Major,
,Inherits Equals Use Hashcode,FB_HIEUH,BUG,Critical,
,Inner Class,FB_SIC,CODE_SMELL,Major,
,Instance Before Finals Assigned,FB_SIBFA,BUG,Critical,
,Instantiate Static Class,FB_IISC,CODE_SMELL,Major,
,Method Naming Convention,FB_MeNC,CODE_SMELL,Major,
,Might Drop,FB_DMD,BUG,Major,
,Might Ignore,FB_DMI,BUG,Major,
,Missing Super Call,FB_FDNCSF,BUG,Major,
,Negating Result Of Compareto,FB_RNROC,CODE_SMELL,Minor,
,No Serialversionid,FB_MSVUID,BUG,Major,
,No Such Element,FB_INSE,BUG,Minor,
,No Suitable Constructor,FB_SNSC,BUG,Major,
,No Suitable Constructor For Externalization,FB_SNSCFE,BUG,Major,
,Nonfinal Serialversionid,FB_SNS,BUG,Critical,
,Nonlong Serialversionid,FB_SeNS,BUG,Major,
,Nonstatic Serialversionid,FB_SeNoS,BUG,Major,
,Not Checked,FB_SNC,BUG,Major,
,Nullify Super,FB_FNS,BUG,Critical,
,Open Database Resource,FB_OODR,BUG,Critical,
,Open Database Resource Exception Path,FB_OODREP,BUG,Critical,
,Open Stream,FB_OOS,BUG,Critical,
,Open Stream Exception Path,FB_OOSEP,BUG,Critical,
,Random Used Only Once,FB_DRUOO,BUG,Critical,
,Read Resolve Must Return Object,FB_SRRMRO,BUG,Major,
,Ref Comparison Bad Practice,FB_RRCBP,BUG,Major,
,Ref Comparison Bad Practice Boolean,FB_RRCBPB,BUG,Major,
,Return Value Ignored Bad Practice,FB_RRVIBP,BUG,Major,
,Rough Constant Value,FB_CRCV,CODE_SMELL,Major,
,Run Finalizers On Exit,FB_DRFOE,BUG,Major,
,Same Simple Name As Interface,FB_NSSNAI,CODE_SMELL,Major,
,Same Simple Name As Superclass,FB_NSSNAS,CODE_SMELL,Major,
,Self No Object,FB_ESNO,BUG,Major,
,Signed Check,FB_BSC,BUG,Critical,
,Store Of Non Serializable Object Into Session,FB_JSONSOIS,BUG,Critical,
,Superclass Uses Subclass During Initialization,FB_ISUSDI,BUG,Major,
,Swing Methods Invoked In Swing Thread,FB_SSMIIST,BUG,Major,
,Tostring Could Return Null,FB_NTCRN,BUG,Critical,
,Transient Field Not Restored,FB_STFNR,BUG,Major,
,Unchecked Type In Generic Call,FB_GUTIGC,BUG,Critical,
,Useless,FB_FU,CODE_SMELL,Minor,
,Using Removeall To Clear Collection,FB_DURTCC,CODE_SMELL,Critical,
,Very Confusing Intentional,FB_NVCI,CODE_SMELL,Major,
,Wrong Package Intentional,FB_NWPI,BUG,Major,
Correctness Rules,01 To Int,FB_R0TI,CODE_SMELL,Major,
,Absolute Value Of Hashcode,FB_RAVOH,BUG,Critical,
,Absolute Value Of Random Int,FB_RAVORI,BUG,Critical,
,Add Of Signed Byte,FB_BAOSB,BUG,Critical,
,Always False,FB_EAF,BUG,Blocker,
,Always Null,FB_NAN,BUG,Critical,
,Always Null Exception,FB_NANE,BUG,Critical,
,Always True,FB_EAT,BUG,Blocker,
,Always Value Used Where Never Required,FB_TAVUWNR,BUG,Critical,
,And,FB_BA,BUG,Critical,
,And Zz,FB_BAZ,BUG,Critical,
,Annotation Is Not Visible To Reflection,FB_DAINVTR,CODE_SMELL,Major,
,Appending To Object Output Stream,FB_IATOOS,BUG,Critical,
,Argument Might Be Null,FB_NAMBN,BUG,Major,
,Arguments Wrong Order,FB_DAWO,BUG,Minor,
,Array And Nonarray,FB_EAAN,BUG,Critical,
,Assert Method Invoked From Run Method,FB_IAMIFRM,BUG,Critical,
,Bad Array Compare,FB_EBAC,BUG,Critical,
,Bad Comparison With Int Value,FB_IBCWIV,BUG,Major,
,Bad Comparison With Nonnegative Value,FB_IBCWNV,BUG,Critical,
,Bad Comparison With Signed Byte,FB_IBCWSB,BUG,Critical,
,Bad Equal,FB_NBE,BUG,Critical,
,Bad Month,FB_DBM,BUG,Critical,
,Bad Prepared Statement Access,FB_SBPSA,BUG,Critical,
,Bad Resultset Access,FB_SBRA,BUG,Critical,
,Bad Shift Amount,FB_IBSA,BUG,Critical,
,Bad Suite Method,FB_IBSM,BUG,Critical,
,Bad Syntax For Regular Expression,FB_RBSFRE,BUG,Critical,
,Badly Overridden Adapter,FB_BBOA,BUG,Critical,
,Bigdecimal Constructed From Double,FB_ADLIBDC,BUG,Major,
,Calling Next From Hasnext,FB_DCNFH,BUG,Critical,
,Cant Use File Separator As Regular Expression,FB_RCUFSARE,BUG,Critical,
,Check Compareto For Specific Return Value,FB_RCCFSRV,BUG,Major,
,Class Masks Field,FB_MCMF,BUG,Major,
,Closing Null,FB_NCN,BUG,Blocker,
,Collections Should Not Contain Themselves,FB_DCSNCT,BUG,Critical,
,Compareto Results Min Value,FB_CCRMV,CODE_SMELL,Major,
,Comparing Class Names,FB_ECCN,CODE_SMELL,Major,
